random_change,copy_best,learn_change,copy_all,inst_success,majority,time,inst_rule1,inst_rule2,inst_rule3,inst_rule4,inst_rule5,inst_rule6,voting,run_id,agent1_soc,agent2_soc,agent3_soc,agent4_soc,agent5_soc,agent6_soc,agent7_soc,agent8_soc,agent9_soc,agent10_soc,agent11_soc,agent12_soc,agent13_soc,agent14_soc,agent15_soc,agent16_soc,agent17_soc,agent18_soc,agent19_soc,agent20_soc,agent21_soc,agent22_soc,agent23_soc,agent24_soc
0.3,0.5,0.2,vertical,0.1,True,1,0.0,0.0,0.0,0.0,0.0,0.0,False,1,22.075837657719177,18.665949881874962,21.060490212095566,26.44484569919097,16.767712030099815,17.82470286810962,22.895407245656315,16.48321487866055,20.436673086403896,20.965796883393327,19.190274046684845,22.361459596329535,23.61039289791216,22.9008751728005,22.483798455241445,23.99079672322854,20.50647010667856,17.955909991322006,18.879919497859813,21.206766680497225,18.19560993501185,18.780125154481667,20.56799054363729,19.589175487496696
0.3,0.5,0.2,vertical,0.1,True,2,0.0,0.0,0.0,0.0,0.0,0.0,False,1,22.825837657719177,19.665949881874962,21.560490212095566,27.69484569919097,17.267712030099815,18.07470286810962,24.145407245656315,16.98321487866055,21.686673086403896,22.215796883393327,20.190274046684845,22.861459596329535,24.36039289791216,23.1508751728005,23.233798455241445,24.49079672322854,21.00647010667856,17.955909991322006,19.129919497859813,21.956766680497225,18.19560993501185,19.530125154481667,21.81799054363729,20.839175487496696
0.3,0.5,0.2,vertical,0.1,True,3,0.0,0.0,0.0,0.0,0.0,0.0,False,1,23.575837657719177,20.665949881874962,22.060490212095566,28.94484569919097,17.767712030099815,18.32470286810962,25.395407245656315,17.48321487866055,22.936673086403896,23.465796883393327,21.190274046684845,23.361459596329535,25.11039289791216,23.4008751728005,23.983798455241445,24.99079672322854,21.50647010667856,17.955909991322006,19.379919497859813,22.706766680497225,18.19560993501185,20.280125154481667,23.06799054363729,22.089175487496696
0.3,0.5,0.2,vertical,0.1,True,4,0.0,0.0,0.0,0.0,0.0,0.0,False,1,24.325837657719177,21.665949881874962,22.560490212095566,30.19484569919097,18.267712030099815,18.57470286810962,26.645407245656315,17.98321487866055,24.186673086403896,24.715796883393327,22.190274046684845,23.861459596329535,25.86039289791216,23.6508751728005,24.733798455241445,25.49079672322854,22.00647010667856,17.955909991322006,19.629919497859813,23.456766680497225,18.19560993501185,21.030125154481667,24.31799054363729,23.339175487496696
0.3,0.5,0.2,vertical,0.1,True,5,0.0,0.0,0.0,0.0,0.0,0.0,False,1,25.075837657719177,22.665949881874962,23.060490212095566,31.44484569919097,18.767712030099815,18.82470286810962,27.895407245656315,18.48321487866055,25.436673086403896,25.965796883393327,23.190274046684845,24.361459596329535,26.61039289791216,23.9008751728005,25.483798455241445,25.99079672322854,22.50647010667856,17.955909991322006,19.879919497859813,24.206766680497225,18.19560993501185,21.780125154481667,25.56799054363729,24.589175487496696
0.3,0.5,0.2,vertical,0.1,True,6,0.0,0.0,0.0,0.0,0.0,0.0,False,1,25.825837657719177,23.665949881874962,23.560490212095566,32.69484569919097,19.267712030099815,19.07470286810962,29.145407245656315,18.98321487866055,26.686673086403896,27.215796883393327,24.190274046684845,24.861459596329535,27.36039289791216,24.1508751728005,26.233798455241445,26.49079672322854,23.00647010667856,17.955909991322006,20.129919497859813,24.956766680497225,18.19560993501185,22.530125154481667,25.81799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,7,0.0,0.0,0.0,0.0,0.0,0.0,False,1,26.575837657719177,24.665949881874962,24.060490212095566,33.94484569919097,19.767712030099815,19.32470286810962,30.395407245656315,19.48321487866055,27.936673086403896,28.465796883393327,25.190274046684845,25.361459596329535,28.11039289791216,24.4008751728005,26.983798455241445,26.99079672322854,23.50647010667856,17.955909991322006,20.379919497859813,25.706766680497225,18.19560993501185,23.280125154481667,26.06799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,8,0.0,0.0,0.0,0.0,0.0,0.0,False,1,27.325837657719177,25.665949881874962,24.560490212095566,35.19484569919097,20.267712030099815,19.57470286810962,31.645407245656315,19.98321487866055,29.186673086403896,29.715796883393327,26.190274046684845,25.861459596329535,28.86039289791216,24.6508751728005,27.733798455241445,27.49079672322854,24.00647010667856,17.955909991322006,20.629919497859813,26.456766680497225,18.19560993501185,24.030125154481667,26.31799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,9,0.0,0.0,0.0,0.0,0.0,0.0,False,1,28.075837657719177,26.665949881874962,25.060490212095566,36.44484569919097,20.767712030099815,19.82470286810962,32.895407245656315,20.48321487866055,30.436673086403896,30.965796883393327,27.190274046684845,26.361459596329535,29.61039289791216,24.9008751728005,28.483798455241445,27.99079672322854,24.50647010667856,17.955909991322006,20.879919497859813,27.206766680497225,18.19560993501185,24.780125154481667,26.56799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,10,0.0,0.0,0.0,0.0,0.0,0.0,False,1,28.825837657719177,27.665949881874962,25.560490212095566,37.69484569919097,21.267712030099815,20.07470286810962,34.145407245656315,20.98321487866055,31.686673086403896,32.215796883393324,28.190274046684845,26.861459596329535,30.36039289791216,25.1508751728005,29.233798455241445,28.49079672322854,25.00647010667856,17.955909991322006,21.129919497859813,27.956766680497225,18.19560993501185,25.530125154481667,26.81799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,11,0.0,0.0,0.0,0.0,0.0,0.0,False,1,29.575837657719177,28.665949881874962,26.060490212095566,38.94484569919097,21.767712030099815,20.32470286810962,35.395407245656315,21.48321487866055,32.9366730864039,33.465796883393324,29.190274046684845,27.361459596329535,31.11039289791216,25.4008751728005,29.983798455241445,28.99079672322854,25.50647010667856,17.955909991322006,21.379919497859813,28.706766680497225,18.19560993501185,26.280125154481667,27.06799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,12,0.0,0.0,0.0,0.0,0.0,0.0,False,1,30.325837657719177,29.665949881874962,26.560490212095566,40.0,22.267712030099815,20.57470286810962,36.645407245656315,21.98321487866055,34.1866730864039,34.715796883393324,30.190274046684845,27.861459596329535,31.86039289791216,25.6508751728005,30.733798455241445,29.49079672322854,26.00647010667856,17.955909991322006,21.629919497859813,29.456766680497225,18.19560993501185,27.030125154481667,27.31799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,13,0.0,0.0,0.0,0.0,0.0,0.0,False,1,31.075837657719177,30.665949881874962,27.060490212095566,40.0,22.767712030099815,20.82470286810962,37.895407245656315,22.48321487866055,35.4366730864039,35.965796883393324,31.190274046684845,28.361459596329535,32.61039289791216,25.9008751728005,31.483798455241445,29.99079672322854,26.50647010667856,17.955909991322006,21.879919497859813,30.206766680497225,18.19560993501185,27.780125154481667,27.56799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,14,0.0,0.0,0.0,0.0,0.0,0.0,False,1,31.825837657719177,31.665949881874962,27.560490212095566,40.0,23.267712030099815,21.07470286810962,39.145407245656315,22.98321487866055,36.6866730864039,37.215796883393324,32.19027404668485,28.861459596329535,33.36039289791216,26.1508751728005,32.23379845524144,30.49079672322854,27.00647010667856,17.955909991322006,22.129919497859813,30.956766680497225,18.19560993501185,28.530125154481667,27.81799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,15,0.0,0.0,0.0,0.0,0.0,0.0,False,1,32.57583765771918,32.665949881874965,28.060490212095566,40.0,23.767712030099815,21.32470286810962,40.0,23.48321487866055,37.9366730864039,38.465796883393324,33.19027404668485,29.361459596329535,34.11039289791216,26.4008751728005,32.98379845524144,30.99079672322854,27.50647010667856,17.955909991322006,22.379919497859813,31.706766680497225,18.19560993501185,29.280125154481667,28.06799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,16,0.0,0.0,0.0,0.0,0.0,0.0,False,1,33.32583765771918,33.665949881874965,28.560490212095566,40.0,24.267712030099815,21.57470286810962,40.0,23.98321487866055,39.1866730864039,39.715796883393324,34.19027404668485,29.861459596329535,34.86039289791216,26.6508751728005,33.73379845524144,31.49079672322854,28.00647010667856,17.955909991322006,22.629919497859813,32.456766680497225,18.19560993501185,30.030125154481667,28.31799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,17,0.0,0.0,0.0,0.0,0.0,0.0,False,1,34.07583765771918,34.665949881874965,29.060490212095566,40.0,24.767712030099815,21.82470286810962,40.0,24.48321487866055,40.0,40.0,35.19027404668485,30.361459596329535,35.61039289791216,26.9008751728005,34.48379845524144,31.99079672322854,28.50647010667856,17.955909991322006,22.879919497859813,33.206766680497225,18.19560993501185,30.780125154481667,28.56799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,18,0.0,0.0,0.0,0.0,0.0,0.0,False,1,34.82583765771918,35.665949881874965,29.560490212095566,40.0,25.267712030099815,22.07470286810962,40.0,24.98321487866055,40.0,40.0,36.19027404668485,30.861459596329535,36.36039289791216,27.1508751728005,35.23379845524144,32.49079672322854,29.00647010667856,17.955909991322006,23.129919497859813,33.956766680497225,18.19560993501185,31.530125154481667,28.81799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,19,0.0,0.0,0.0,0.0,0.0,0.0,False,1,35.57583765771918,36.665949881874965,30.060490212095566,40.0,25.767712030099815,22.32470286810962,40.0,25.48321487866055,40.0,40.0,37.19027404668485,31.361459596329535,37.11039289791216,27.4008751728005,35.98379845524144,32.99079672322854,29.50647010667856,17.955909991322006,23.379919497859813,34.706766680497225,18.19560993501185,32.28012515448167,29.06799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,20,0.0,0.0,0.0,0.0,0.0,0.0,False,1,36.32583765771918,37.665949881874965,30.560490212095566,40.0,26.267712030099815,22.57470286810962,40.0,25.98321487866055,40.0,40.0,38.19027404668485,31.861459596329535,37.86039289791216,27.6508751728005,36.73379845524144,33.49079672322854,30.00647010667856,17.955909991322006,23.629919497859813,35.456766680497225,18.19560993501185,33.03012515448167,29.31799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,21,0.0,0.0,0.0,0.0,0.0,0.0,False,1,37.07583765771918,38.665949881874965,31.060490212095566,40.0,26.767712030099815,22.82470286810962,40.0,26.48321487866055,40.0,40.0,39.19027404668485,32.36145959632954,38.61039289791216,27.9008751728005,37.48379845524144,33.99079672322854,30.50647010667856,17.955909991322006,23.879919497859813,36.206766680497225,18.19560993501185,33.78012515448167,29.56799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,22,0.0,0.0,0.0,0.0,0.0,0.0,False,1,37.82583765771918,39.665949881874965,31.560490212095566,40.0,27.267712030099815,23.07470286810962,40.0,26.98321487866055,40.0,40.0,39.44027404668485,32.86145959632954,39.36039289791216,28.1508751728005,38.23379845524144,34.49079672322854,31.00647010667856,17.955909991322006,24.129919497859813,36.956766680497225,18.19560993501185,34.53012515448167,29.81799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,23,0.0,0.0,0.0,0.0,0.0,0.0,False,1,38.57583765771918,40.0,32.060490212095566,40.0,27.767712030099815,23.32470286810962,40.0,27.48321487866055,40.0,40.0,39.69027404668485,33.36145959632954,40.0,28.4008751728005,38.98379845524144,34.99079672322854,31.50647010667856,17.955909991322006,24.379919497859813,37.706766680497225,18.19560993501185,35.28012515448167,30.06799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,24,0.0,0.0,0.0,0.0,0.0,0.0,False,1,39.32583765771918,40.0,32.560490212095566,40.0,28.267712030099815,23.57470286810962,40.0,27.98321487866055,40.0,40.0,39.94027404668485,33.86145959632954,40.0,28.6508751728005,39.73379845524144,35.49079672322854,32.25647010667856,17.955909991322006,24.629919497859813,38.456766680497225,18.19560993501185,36.03012515448167,30.31799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,25,0.0,0.0,0.0,0.0,0.0,0.0,False,1,40.0,40.0,33.060490212095566,40.0,28.767712030099815,23.82470286810962,40.0,28.48321487866055,40.0,40.0,40.0,34.36145959632954,40.0,28.9008751728005,40.0,35.99079672322854,33.00647010667856,17.955909991322006,24.879919497859813,39.206766680497225,18.19560993501185,36.78012515448167,30.56799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,26,0.0,0.0,0.0,0.0,0.0,0.0,False,1,40.0,40.0,33.560490212095566,40.0,29.267712030099815,24.07470286810962,40.0,28.98321487866055,40.0,40.0,40.0,34.86145959632954,40.0,29.1508751728005,40.0,36.49079672322854,33.75647010667856,17.955909991322006,25.129919497859813,39.956766680497225,18.19560993501185,37.53012515448167,30.81799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,27,0.0,0.0,0.0,0.0,0.0,0.0,False,1,40.0,40.0,34.060490212095566,40.0,29.767712030099815,24.32470286810962,40.0,29.48321487866055,40.0,40.0,40.0,35.36145959632954,40.0,29.4008751728005,40.0,36.99079672322854,34.50647010667856,17.955909991322006,25.379919497859813,40.0,18.19560993501185,38.28012515448167,31.06799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,28,0.0,0.0,0.0,0.0,0.0,0.0,False,1,40.0,40.0,34.560490212095566,40.0,30.267712030099815,24.57470286810962,40.0,29.98321487866055,40.0,40.0,40.0,36.61145959632954,40.0,29.6508751728005,40.0,37.49079672322854,35.25647010667856,17.955909991322006,25.629919497859813,40.0,18.19560993501185,39.03012515448167,31.31799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,29,0.0,0.0,0.0,0.0,0.0,0.0,False,1,40.0,40.0,35.060490212095566,40.0,30.767712030099815,24.82470286810962,40.0,30.48321487866055,40.0,40.0,40.0,37.86145959632954,40.0,29.9008751728005,40.0,37.99079672322854,36.00647010667856,17.955909991322006,25.879919497859813,40.0,18.19560993501185,39.78012515448167,31.56799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,30,0.0,0.0,0.0,0.0,0.0,0.0,False,1,40.0,40.0,35.560490212095566,40.0,31.267712030099815,25.07470286810962,40.0,30.98321487866055,40.0,40.0,40.0,39.11145959632954,40.0,30.1508751728005,40.0,38.49079672322854,36.75647010667856,17.955909991322006,26.129919497859813,40.0,18.19560993501185,40.0,31.81799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,31,0.0,0.0,0.0,0.0,0.0,0.0,False,1,40.0,40.0,36.060490212095566,40.0,31.767712030099815,25.32470286810962,40.0,31.48321487866055,40.0,40.0,40.0,40.0,40.0,30.4008751728005,40.0,38.99079672322854,37.50647010667856,17.955909991322006,26.379919497859813,40.0,18.19560993501185,40.0,32.06799054363729,25.839175487496696
0.3,0.5,0.2,vertical,0.1,True,32,0.0,0.0,0.0,0.0,0.0,0.0,False,1,40.0,40.0,36.560490212095566,40.0,32.267712030099815,25.32470286810962,40.0,31.48321487866055,40.0,40.0,40.0,40.0,40.0,30.6508751728005,40.0,39.49079672322854,38.25647010667856,17.955909991322006,26.629919497859813,40.0,18.19560993501185,40.0,32.31799054363729,25.839175487496696
