"","E1A_profile","E1B_profile","E1C_profile","E2A_profile","E2B_profile","E3A_profile","E3B_profile","E3C_profile","E3D_profile","E4A_profile","E1A_sd","E1B_sd","E1C_sd","E2A_sd","E2B_sd","E3A_sd","E3B_sd","E3C_sd","E3D_sd","E4A_sd"
"12:00",3.25075890410959e-05,3.20027671232877e-05,3.12070684931507e-05,4.25740821917808e-05,3.62769589041096e-05,4.24717808219178e-05,3.87295616438356e-05,3.87295616438356e-05,3.04490684931507e-05,0,4.75919228486044e-06,4.50577849538408e-06,5.20071575887747e-06,1.2600154435816e-05,6.76074243362377e-06,1.4028090944823e-05,1.00587802017926e-05,1.00587802017926e-05,1.09279167063338e-06,0
"12:15",3.24578630136986e-05,3.2039095890411e-05,3.13592328767123e-05,4.16501369863014e-05,3.59635890410959e-05,4.12283561643836e-05,3.85530410958904e-05,3.85530410958904e-05,3.0409397260274e-05,0,4.68452811524297e-06,4.59296392179752e-06,5.28022965732372e-06,1.1870514039106e-05,6.46432717455265e-06,1.32747381147673e-05,9.98229423248538e-06,9.98229423248538e-06,1.09076728135766e-06,0
"12:30",3.2268301369863e-05,3.1993397260274e-05,3.13064657534247e-05,4.10593150684932e-05,3.55884109589041e-05,4.02933150684931e-05,3.83039726027397e-05,3.83039726027397e-05,3.03767945205479e-05,0,4.53644695250399e-06,4.5932021520213e-06,5.36814104685796e-06,1.14193015616523e-05,6.19207546521459e-06,1.27259189405413e-05,9.86466966130746e-06,9.86466966130746e-06,1.09977663764837e-06,0
"12:45",3.20565753424658e-05,3.1976602739726e-05,3.11212602739726e-05,4.09600547945205e-05,3.54609863013699e-05,4.01089589041096e-05,3.82305479452055e-05,3.82305479452055e-05,3.03343561643836e-05,0,4.41015181866521e-06,4.50049282630945e-06,5.504275516069e-06,1.13671118282381e-05,6.11887690013802e-06,1.26830632939183e-05,9.84055081579643e-06,9.84055081579643e-06,1.11856974721822e-06,0
"13:00",3.18384383561644e-05,3.19779726027397e-05,3.0887095890411e-05,4.12434520547945e-05,3.55111232876712e-05,4.08722191780822e-05,3.82976712328767e-05,3.82976712328767e-05,3.02941369863014e-05,0,4.35759927662786e-06,4.33972276540403e-06,5.68393014318859e-06,1.1644372131476e-05,6.21507469022602e-06,1.32322266138628e-05,9.87945397128486e-06,9.87945397128486e-06,1.13503261940671e-06,0
"13:15",3.16482465753425e-05,3.19462739726027e-05,3.05786301369863e-05,4.15984109589041e-05,3.5631698630137e-05,4.18362465753425e-05,3.84552054794521e-05,3.84552054794521e-05,3.02525479452055e-05,0,4.37439172468717e-06,4.17319643632568e-06,5.82827512866911e-06,1.1943147223403e-05,6.38681887550345e-06,1.39069579152134e-05,9.98165552422871e-06,9.98165552422871e-06,1.11923483773877e-06,0
"13:30",3.14255342465753e-05,3.18300821917808e-05,3.01973698630137e-05,4.19102465753425e-05,3.57014246575342e-05,4.24000273972603e-05,3.85472602739726e-05,3.85472602739726e-05,3.02142191780822e-05,0,4.40166671130639e-06,4.06051670016844e-06,5.84795673790683e-06,1.21808467782719e-05,6.45807835093017e-06,1.43156013315112e-05,1.00364996060087e-05,1.00364996060087e-05,1.10715716354817e-06,0
"13:45",3.11678904109589e-05,3.16086849315068e-05,2.97614794520548e-05,4.21701095890411e-05,3.57635890410959e-05,4.24906301369863e-05,3.85421917808219e-05,3.85421917808219e-05,3.02e-05,0,4.39249480902344e-06,4.02801909457779e-06,5.75136056552352e-06,1.23394019566306e-05,6.44591893174316e-06,1.44341085432042e-05,1.00596741812769e-05,1.00596741812769e-05,1.11027023737467e-06,0
"14:00",3.08770410958904e-05,3.13348493150685e-05,2.93471232876712e-05,4.23388493150685e-05,3.58481917808219e-05,4.24329315068493e-05,3.85086575342466e-05,3.85086575342466e-05,3.01887397260274e-05,0,4.36799222252041e-06,4.05356481177687e-06,5.62080077188082e-06,1.24440559442095e-05,6.43055694753003e-06,1.44520127845749e-05,1.0050208056754e-05,1.0050208056754e-05,1.12095110258166e-06,0
"14:15",3.05995342465753e-05,3.10658630136986e-05,2.8974602739726e-05,4.22489863013699e-05,3.59060273972603e-05,4.21325479452055e-05,3.84198904109589e-05,3.84198904109589e-05,3.01793150684931e-05,0,4.32308829020359e-06,4.07277528199957e-06,5.46009365419952e-06,1.23771363928929e-05,6.46370031889119e-06,1.43313535792408e-05,1.00256851997368e-05,1.00256851997368e-05,1.14112019472568e-06,0
"14:30",3.03324383561644e-05,3.08466301369863e-05,2.86383835616438e-05,4.2108904109589e-05,3.58767397260274e-05,4.1761095890411e-05,3.83050410958904e-05,3.83050410958904e-05,3.01781095890411e-05,0,4.26805226502515e-06,4.03188369627623e-06,5.31431824638917e-06,1.23051551514485e-05,6.50125258858113e-06,1.4130292450257e-05,9.98496819735309e-06,9.98496819735309e-06,1.16438777435017e-06,0
"14:45",3.00969863013699e-05,3.0662602739726e-05,2.83474246575342e-05,4.18693424657534e-05,3.57554246575342e-05,4.09968767123288e-05,3.81571780821918e-05,3.81571780821918e-05,3.02099726027397e-05,0,4.21402801384378e-06,3.92929132224214e-06,5.16117314033885e-06,1.22101159693118e-05,6.48177611393271e-06,1.37182904534613e-05,9.93412245711341e-06,9.93412245711341e-06,1.18321282179704e-06,0
"15:00",2.99251232876712e-05,3.04820821917808e-05,2.81406301369863e-05,4.15706575342466e-05,3.55843835616438e-05,4.04792054794521e-05,3.79828219178082e-05,3.79828219178082e-05,3.02435342465753e-05,0,4.19666989889042e-06,3.83095016530496e-06,5.05992739682865e-06,1.21124231296614e-05,6.41186862802302e-06,1.34310875928736e-05,9.86294544439331e-06,9.86294544439331e-06,1.20213082430388e-06,0
"15:15",2.98576438356164e-05,3.0334904109589e-05,2.80372602739726e-05,4.12060273972603e-05,3.54688219178082e-05,4.00626575342466e-05,3.78313424657534e-05,3.78313424657534e-05,3.02439178082192e-05,0,4.24328479621736e-06,3.81553573847094e-06,4.99143746507814e-06,1.20024507730583e-05,6.37830138464501e-06,1.32575443504377e-05,9.78888656160196e-06,9.78888656160196e-06,1.21129743529095e-06,0
"15:30",2.99118630136986e-05,3.0274904109589e-05,2.80566849315069e-05,4.09757534246575e-05,3.54323287671233e-05,3.98361369863014e-05,3.77009315068493e-05,3.77009315068493e-05,3.02485753424658e-05,0,4.34885033852598e-06,3.91180410082066e-06,4.97398559119828e-06,1.19485922567077e-05,6.39949189272256e-06,1.31820950048711e-05,9.70701016702148e-06,9.70701016702148e-06,1.22594733405389e-06,0
"15:45",3.01489863013699e-05,3.04063287671233e-05,2.82660547945205e-05,4.07722739726027e-05,3.54390136986301e-05,3.90802739726027e-05,3.7528602739726e-05,3.7528602739726e-05,3.02884109589041e-05,0,4.54834522648209e-06,4.14319874320327e-06,4.99823037885072e-06,1.18664754032594e-05,6.43342180006131e-06,1.27799307996332e-05,9.59362096146133e-06,9.59362096146133e-06,1.24611757329434e-06,0
"16:00",3.06388493150685e-05,3.08462191780822e-05,2.88282739726027e-05,4.03070136986301e-05,3.54533698630137e-05,3.77701917808219e-05,3.72785205479452e-05,3.72785205479452e-05,3.03280273972603e-05,0,4.89057827001509e-06,4.51795811802462e-06,5.15988377621759e-06,1.16086184643527e-05,6.43710324821733e-06,1.1967875233327e-05,9.41880933206421e-06,9.41880933206421e-06,1.27190496971849e-06,0
"16:15",3.15439452054795e-05,3.16962465753425e-05,2.98765753424658e-05,3.93079178082192e-05,3.55703561643836e-05,3.58645205479452e-05,3.68785753424658e-05,3.68785753424658e-05,3.03410410958904e-05,1.04164383561644e-07,5.45948602794228e-06,5.07966738706477e-06,5.57569042173798e-06,1.09368094592103e-05,6.46355510945936e-06,1.07940361078475e-05,9.13850762384913e-06,9.13850762384913e-06,1.30729693901884e-06,4.54827192570553e-07
"16:30",3.29297534246575e-05,3.29823287671233e-05,3.14465205479452e-05,3.80969315068493e-05,3.58310410958904e-05,3.38918356164384e-05,3.6397397260274e-05,3.6397397260274e-05,3.03389315068493e-05,3.3212602739726e-06,6.27157118741498e-06,5.81727097013427e-06,6.34998868241093e-06,1.0080677709656e-05,6.50964002068132e-06,9.58190566258873e-06,8.77996639887517e-06,8.77996639887517e-06,1.341569405797e-06,9.79100619208771e-06
"16:45",3.47406849315069e-05,3.45927123287671e-05,3.34121369863014e-05,3.6767095890411e-05,3.61445479452055e-05,3.1664904109589e-05,3.55076164383562e-05,3.55076164383562e-05,3.021e-05,8.38545205479452e-06,7.21328557699571e-06,6.74484072564139e-06,7.3259390751515e-06,9.1948206756447e-06,6.47904772934657e-06,8.33269736574727e-06,8.20275028025165e-06,8.20275028025165e-06,1.28969158933615e-06,1.93977020029599e-05
"17:00",3.67941095890411e-05,3.62989863013699e-05,3.56196712328767e-05,3.55605479452055e-05,3.64192602739726e-05,2.98078904109589e-05,3.43471506849315e-05,3.43471506849315e-05,3.00814794520548e-05,1.17521643835616e-05,8.10392826933646e-06,7.72548403919921e-06,8.27600662191017e-06,8.45491025329299e-06,6.36391011280247e-06,7.37485192170515e-06,7.55254069700911e-06,7.55254069700911e-06,1.23370165892345e-06,2.29066315191763e-05
"17:15",3.88638082191781e-05,3.78048493150685e-05,3.7852904109589e-05,3.43993424657534e-05,3.67235342465753e-05,2.81316438356164e-05,3.29083561643836e-05,3.29083561643836e-05,3.0097095890411e-05,1.45646849315068e-05,8.7997166860262e-06,8.6046306400976e-06,9.02638460378822e-06,7.83504283777425e-06,6.17531761447301e-06,6.64308783410994e-06,6.81491968092169e-06,6.81491968092169e-06,1.23555468884684e-06,2.50222357536651e-05
"17:30",4.06799452054795e-05,3.88880547945205e-05,3.98598630136986e-05,3.34515890410959e-05,3.70304931506849e-05,2.70327945205479e-05,3.16214794520548e-05,3.16214794520548e-05,3.01220273972603e-05,1.67092876712329e-05,9.28008419327928e-06,9.17514300857259e-06,9.52409978053227e-06,7.28396875094304e-06,5.98597603543429e-06,6.24492570926633e-06,6.19939978508552e-06,6.19939978508552e-06,1.26447063558563e-06,2.65442246369922e-05
"17:45",4.20072054794521e-05,3.94864931506849e-05,4.14522465753425e-05,3.24320821917808e-05,3.69233150684932e-05,2.60599178082192e-05,3.03095616438356e-05,3.03095616438356e-05,3.00656164383562e-05,1.81121917808219e-05,9.5632301990243e-06,9.41259401704762e-06,9.86287519068074e-06,6.75464232253003e-06,5.63984361114308e-06,6.01409486798621e-06,5.55014600586659e-06,5.55014600586659e-06,1.27808362972233e-06,2.72865873164949e-05
"18:00",4.27520821917808e-05,3.97086301369863e-05,4.25606849315068e-05,3.15341095890411e-05,3.64762465753425e-05,2.53337808219178e-05,2.91507671232877e-05,2.91507671232877e-05,3.0006602739726e-05,1.94397808219178e-05,9.70921062328405e-06,9.40882250738438e-06,1.01121214023001e-05,6.38108779257335e-06,5.22768374680565e-06,5.88646015349142e-06,4.97447550529323e-06,4.97447550529323e-06,1.29441295977444e-06,2.78305066025401e-05
"18:15",4.3100904109589e-05,3.9782e-05,4.33033698630137e-05,3.08698082191781e-05,3.59239178082192e-05,2.48249315068493e-05,2.81869315068493e-05,2.81869315068493e-05,3.00191232876712e-05,2.08010410958904e-05,9.76278969566992e-06,9.31968772174096e-06,1.02840533435638e-05,6.27996484700373e-06,4.87798826348736e-06,5.80767863332099e-06,4.50270686697582e-06,4.50270686697582e-06,1.28192111954535e-06,2.8296541259751e-05
"18:30",4.33790136986301e-05,3.98735616438356e-05,4.37463835616438e-05,3.06675068493151e-05,3.56827397260274e-05,2.46709315068493e-05,2.75995616438356e-05,2.75995616438356e-05,3.00321917808219e-05,2.26301643835616e-05,9.75812113807859e-06,9.25018576734505e-06,1.03210815711112e-05,6.48157545782466e-06,4.71421793249298e-06,5.81575235919976e-06,4.21257932062895e-06,4.21257932062895e-06,1.27875201714829e-06,2.85877385818755e-05
"18:45",4.37921917808219e-05,4.00607671232877e-05,4.39132054794521e-05,3.06084383561644e-05,3.54588767123288e-05,2.4678602739726e-05,2.71859726027397e-05,2.71859726027397e-05,3.00010410958904e-05,2.51192054794521e-05,9.77419034146824e-06,9.21317370614358e-06,1.02663249453486e-05,6.7793962683531e-06,4.68002208347262e-06,5.87251836467108e-06,4.01703548903e-06,4.01703548903e-06,1.29483335554663e-06,2.90677032205995e-05
"19:00",4.42999178082192e-05,4.02743561643836e-05,4.37332328767123e-05,3.06285753424658e-05,3.50661643835616e-05,2.47698904109589e-05,2.68441095890411e-05,2.68441095890411e-05,2.99548493150685e-05,2.75924109589041e-05,9.82411407206361e-06,9.19380500539325e-06,1.01568920174363e-05,7.08478327182497e-06,4.67940573095365e-06,6.00818566980934e-06,3.84744593304928e-06,3.84744593304928e-06,1.31398868134554e-06,2.94522477210087e-05
"19:15",4.47647945205479e-05,4.0487095890411e-05,4.32920273972603e-05,3.0710904109589e-05,3.44917808219178e-05,2.48658082191781e-05,2.6504602739726e-05,2.6504602739726e-05,2.9871095890411e-05,2.9300301369863e-05,9.89128064098129e-06,9.16817856154559e-06,9.98404283158799e-06,7.37846912292263e-06,4.65343461199282e-06,6.08323576566793e-06,3.68693552855901e-06,3.68693552855901e-06,1.2765584761293e-06,2.98480876422249e-05
"19:30",4.49693698630137e-05,4.05903287671233e-05,4.27501917808219e-05,3.08279726027397e-05,3.38777808219178e-05,2.49385205479452e-05,2.62165479452055e-05,2.62165479452055e-05,2.97618082191781e-05,3.03895342465753e-05,9.85520682304098e-06,9.09233395255597e-06,9.72811309061415e-06,7.66875380289113e-06,4.56187470574871e-06,6.12473107754467e-06,3.53960443962897e-06,3.53960443962897e-06,1.22878771512144e-06,2.98860970295821e-05
"19:45",4.47869315068493e-05,4.05115890410959e-05,4.2284602739726e-05,3.06910684931507e-05,3.32191232876712e-05,2.49275616438356e-05,2.58725753424658e-05,2.58725753424658e-05,2.95237534246575e-05,3.14443287671233e-05,9.64469662436642e-06,8.92239272692622e-06,9.39354405777591e-06,7.75941736995246e-06,4.42470025043358e-06,6.07610477673529e-06,3.37010343988789e-06,3.37010343988789e-06,1.1306163322197e-06,2.98589023281711e-05
"20:00",4.41426301369863e-05,4.01296712328767e-05,4.1879698630137e-05,3.0331095890411e-05,3.25102739726027e-05,2.48982465753425e-05,2.55296712328767e-05,2.55296712328767e-05,2.92803835616438e-05,3.25650684931507e-05,9.26172599130963e-06,8.62551039428653e-06,9.04036307176688e-06,7.67496171047539e-06,4.24565381282544e-06,5.96134224085985e-06,3.18825314763014e-06,3.18825314763014e-06,1.04842968172941e-06,2.97281933618322e-05
"20:15",4.32472602739726e-05,3.95175890410959e-05,4.15802739726027e-05,2.99274794520548e-05,3.17610136986301e-05,2.48506575342466e-05,2.52149589041096e-05,2.52149589041096e-05,2.91177808219178e-05,3.44411506849315e-05,8.75970069177845e-06,8.23051733488725e-06,8.65046749238564e-06,7.59196833435334e-06,4.06626145388492e-06,5.80138583344006e-06,3.00496819587106e-06,3.00496819587106e-06,9.56581456906376e-07,2.92121882453006e-05
"20:30",4.22968493150685e-05,3.88202191780822e-05,4.14504383561644e-05,2.96388767123288e-05,3.10351232876712e-05,2.48194246575342e-05,2.49787671232877e-05,2.49787671232877e-05,2.89817534246575e-05,3.6941698630137e-05,8.2078106523758e-06,7.78091808307768e-06,8.22605524976286e-06,7.46286433378155e-06,3.87098069446958e-06,5.60868698743447e-06,2.84285742009761e-06,2.84285742009761e-06,8.73412024995761e-07,2.86965584980883e-05
"20:45",4.14744657534247e-05,3.82052054794521e-05,4.16557260273973e-05,2.91177534246575e-05,3.02834246575342e-05,2.46489315068493e-05,2.47257534246575e-05,2.47257534246575e-05,2.89647945205479e-05,3.95039726027397e-05,7.64997249525004e-06,7.32730849300193e-06,7.76501734192121e-06,7.15621307664705e-06,3.64776614586035e-06,5.35426611343027e-06,2.65463057890587e-06,2.65463057890587e-06,7.99447112499744e-07,2.794909372313e-05
"21:00",4.07863835616438e-05,3.76966301369863e-05,4.21387671232877e-05,2.83703287671233e-05,2.95431232876712e-05,2.43598630136986e-05,2.44534794520548e-05,2.44534794520548e-05,2.89399726027397e-05,4.21296438356164e-05,7.12223237674119e-06,6.86894255723425e-06,7.30191216586704e-06,6.52085853591852e-06,3.38274769625472e-06,4.98221620143953e-06,2.4376115816083e-06,2.4376115816083e-06,7.52242617305935e-07,2.68980557251983e-05
"21:15",4.02432054794521e-05,3.72663287671233e-05,4.26965205479452e-05,2.73738904109589e-05,2.88154520547945e-05,2.38856164383562e-05,2.41599178082192e-05,2.41599178082192e-05,2.87525479452055e-05,4.48740547945205e-05,6.58009630962389e-06,6.40159438428006e-06,6.87364557709329e-06,5.74628271519095e-06,3.0785097233099e-06,4.51666054622648e-06,2.19273281341529e-06,2.19273281341529e-06,6.93883660346633e-07,2.54432414220933e-05
"21:30",3.97373698630137e-05,3.68354520547945e-05,4.29908219178082e-05,2.64190684931507e-05,2.81385205479452e-05,2.33368493150685e-05,2.39157808219178e-05,2.39157808219178e-05,2.84938630136986e-05,4.78560821917808e-05,5.9786526549775e-06,5.89565621677551e-06,6.40674913567172e-06,4.98856193995948e-06,2.75284119018793e-06,3.98632010919168e-06,1.95603988705268e-06,1.95603988705268e-06,6.51842808595191e-07,2.33470994561467e-05
"21:45",3.91324931506849e-05,3.63681095890411e-05,4.28809315068493e-05,2.54135342465753e-05,2.74470410958904e-05,2.26560821917808e-05,2.36185479452055e-05,2.36185479452055e-05,2.79247671232877e-05,5.13975342465753e-05,5.31218339230649e-06,5.35668745937336e-06,5.85812694704659e-06,4.25672375074659e-06,2.38905482965036e-06,3.42667970263267e-06,1.71679241099432e-06,1.71679241099432e-06,5.95640077742302e-07,1.98214203273496e-05
"22:00",3.83415890410959e-05,3.57863835616438e-05,4.23721095890411e-05,2.43876438356164e-05,2.67314520547945e-05,2.19352054794521e-05,2.33224383561644e-05,2.33224383561644e-05,2.73583561643836e-05,5.67181095890411e-05,4.58699364015524e-06,4.78640268068902e-06,5.20828146437316e-06,3.5803538155086e-06,2.05646523417508e-06,2.90134021209915e-06,1.50815961082094e-06,1.50815961082094e-06,5.49972561000437e-07,1.00863396354031e-05
"22:15",3.73378356164384e-05,3.51284657534247e-05,4.15672328767123e-05,2.33912054794521e-05,2.59813424657534e-05,2.11831780821918e-05,2.29553698630137e-05,2.29553698630137e-05,2.71180273972603e-05,6.01247945205479e-05,3.8855856440284e-06,4.21465312170811e-06,4.54943798763229e-06,2.93116836660341e-06,1.78327196667258e-06,2.50795827461515e-06,1.3435544900638e-06,1.3435544900638e-06,5.21363859480692e-07,4.88753487351716e-07
"22:30",3.60669589041096e-05,3.44837260273973e-05,4.04505479452055e-05,2.24275616438356e-05,2.52358630136986e-05,2.05446849315068e-05,2.2621397260274e-05,2.2621397260274e-05,2.69208767123288e-05,6.024e-05,3.25976450490329e-06,3.65970196821563e-06,3.93887231115031e-06,2.46225859521975e-06,1.58235241239345e-06,2.288854678299e-06,1.2500428425595e-06,1.2500428425595e-06,4.99065388732699e-07,0
"22:45",3.44538082191781e-05,3.39423561643836e-05,3.90283835616438e-05,2.14304109589041e-05,2.47587945205479e-05,2.00630410958904e-05,2.22309863013699e-05,2.22309863013699e-05,2.67001369863014e-05,6.024e-05,2.75846151109165e-06,3.19484869273988e-06,3.38250587676096e-06,2.09934830178017e-06,1.50719398474855e-06,2.22336402652834e-06,1.17681686155324e-06,1.17681686155324e-06,4.61349231116009e-07,0
"23:00",3.24873150684931e-05,3.32788493150685e-05,3.73034246575342e-05,2.04197534246575e-05,2.44551780821918e-05,1.97761369863014e-05,2.1877095890411e-05,2.1877095890411e-05,2.64714794520548e-05,6.024e-05,2.40457974713862e-06,2.87867553713696e-06,2.86487357524509e-06,1.86954751372265e-06,1.47954543938691e-06,2.22440142161434e-06,1.13166210743099e-06,1.13166210743099e-06,4.48952385859491e-07,0
"23:15",3.02890410958904e-05,3.22132054794521e-05,3.53711780821918e-05,1.94393150684932e-05,2.41482739726027e-05,1.95200273972603e-05,2.15177808219178e-05,2.15177808219178e-05,2.62478904109589e-05,6.024e-05,2.20291936945193e-06,2.71298199221443e-06,2.46130169339151e-06,1.67455318689311e-06,1.48713033323563e-06,2.24403733718401e-06,1.09436581874416e-06,1.09436581874416e-06,4.55094108177537e-07,0
"23:30",2.80244657534247e-05,3.06095068493151e-05,3.32077808219178e-05,1.85632602739726e-05,2.35093150684932e-05,1.90248219178082e-05,2.09137808219178e-05,2.09137808219178e-05,2.60275068493151e-05,6.024e-05,2.11084862681693e-06,2.54921476340861e-06,2.19166747602262e-06,1.52691981506292e-06,1.42649471325436e-06,2.20880413260696e-06,1.07108985071865e-06,1.07108985071865e-06,4.58830426769935e-07,0
"23:45",2.58283561643836e-05,2.87557534246575e-05,3.09105753424658e-05,1.78259178082192e-05,2.27741095890411e-05,1.85798630136986e-05,2.04102191780822e-05,2.04102191780822e-05,2.58414794520548e-05,6.024e-05,2.08654494747978e-06,2.3543986877315e-06,2.08315759058035e-06,1.41797314867694e-06,1.34774622168535e-06,2.17636018675721e-06,1.0607052164596e-06,1.0607052164596e-06,3.71008430844827e-07,0
